,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,순위,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA,year
17,18,박우호,현대,0.200,12,11,10,2,2,0,0,0,2,0,0,0,18,박우호,현대,0.200,0,0,1,3,0,0.200,0.273,0.473,0,0.0,0.143,18.0,박우호,현대,0.200,0.0,1.0,4.0,0.25,0.0,0.00,2.82,0.000,0.6,0.173,2002
18,19,김민우,현대,0.195,25,47,41,8,8,2,1,0,12,2,0,1,19,김민우,현대,0.195,5,0,0,20,0,0.293,0.277,0.570,0,0.2,0.5,19.0,김민우,현대,0.195,3.0,8.0,6.0,1.33,0.0,0.25,4.43,0.098,3.9,0.198,2002
19,20,조승현,현대,0.163,31,50,43,3,7,1,0,2,14,7,4,0,20,조승현,현대,0.163,2,0,1,18,1,0.326,0.217,0.543,0,0.308,0.25,20.0,조승현,현대,0.163,3.0,8.0,10.0,0.80,0.0,0.11,3.98,0.163,3.0,0.179,2002
20,21,정수성,현대,0.154,50,16,13,6,2,0,0,0,2,0,1,0,21,정수성,현대,0.154,1,0,1,4,0,0.154,0.267,0.421,0,0.0,0.0,21.0,정수성,현대,0.154,0.0,3.0,4.0,0.75,0.0,0.25,4.00,0.000,1.1,0.159,2002
21,22,이용주,현대,0.150,23,22,20,5,3,0,0,1,6,2,0,0,22,이용주,현대,0.150,2,0,0,4,1,0.300,0.227,0.527,1,0.2,0.0,22.0,이용주,현대,0.150,1.0,9.0,4.0,2.25,0.0,0.50,3.32,0.150,1.2,0.177,2002
22,23,서한규,현대,0.130,86,50,46,8,6,1,1,0,9,3,1,0,23,서한규,현대,0.130,3,0,0,8,2,0.196,0.184,0.380,0,0.154,0.0,23.0,서한규,현대,0.130,2.0,19.0,13.0,1.46,0.0,0.38,3.76,0.065,0.6,0.132,2002
23,24,서성민,현대,0.109,36,50,46,3,5,0,0,1,8,1,1,0,24,서성민,현대,0.109,2,0,1,16,1,0.174,0.163,0.337,0,0.0,0.04,24.0,서성민,현대,0.109,1.0,10.0,15.0,0.67,0.0,0.13,3.26,0.065,0.5,0.117,2002
24,25,김필중,현대,0.000,3,2,2,0,0,0,0,0,0,0,0,0,25,김필중,현대,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,25.0,김필중,현대,0.000,0.0,0.0,0.0,-,0.0,0.00,5.00,0.000,-0.2,0.0,2002
25,25,배힘찬,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,25,배힘찬,현대,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,배힘찬,현대,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
26,25,이대환,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,25,이대환,현대,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,이대환,현대,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
27,25,전준호,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,25,전준호,현대,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,전준호,현대,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
28,25,조용준,현대,-,3,0,0,0,0,0,0,0,0,0,0,0,25,조용준,현대,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,조용준,현대,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
0,1,윤태수,두산,0.333,3,3,3,0,1,1,0,0,2,0,0,0,1,윤태수,두산,0.333,0,0,0,0,0,0.667,0.333,1.000,0,0.0,0.5,1.0,윤태수,두산,0.333,1.0,2.0,0.0,-,0.0,-,4.33,0.333,0.5,0.317,2002
1,2,김동주,두산,0.318,120,487,415,63,132,21,0,26,231,79,0,7,2,김동주,두산,0.318,52,2,13,61,8,0.557,0.405,0.962,32,0.283,0.25,2.0,김동주,두산,0.318,47.0,97.0,132.0,0.73,0.0,0.85,3.90,0.239,90.5,0.322,2002
2,3,송원국,두산,0.308,45,70,65,9,20,5,0,3,34,13,0,0,3,송원국,두산,0.308,5,0,0,14,0,0.523,0.357,0.880,3,0.381,0.368,3.0,송원국,두산,0.308,8.0,14.0,17.0,0.82,0.0,0.36,3.44,0.215,11.8,0.291,2002
3,4,강인권,두산,0.294,38,56,51,4,15,1,0,0,16,1,1,0,4,강인권,두산,0.294,4,0,0,10,0,0.314,0.345,0.659,3,0.235,0.0,4.0,강인권,두산,0.294,1.0,18.0,8.0,2.25,0.0,0.40,4.02,0.020,6.2,0.234,2002
4,5,홍성흔,두산,0.289,127,484,432,51,125,17,0,18,196,70,7,3,5,홍성흔,두산,0.289,37,1,5,63,17,0.454,0.350,0.804,32,0.321,0.0,5.0,홍성흔,두산,0.289,35.0,132.0,115.0,1.15,0.0,0.59,3.71,0.164,64.3,0.271,2002
5,6,안경현,두산,0.288,130,548,486,50,140,24,4,8,196,58,7,6,6,안경현,두산,0.288,44,0,5,65,13,0.403,0.349,0.752,40,0.244,0.0,6.0,안경현,두산,0.288,36.0,152.0,135.0,1.13,0.0,0.68,3.59,0.115,67.3,0.258,2002
6,7,장원진,두산,0.275,130,488,444,55,122,12,3,1,143,30,7,3,7,장원진,두산,0.275,31,0,3,65,10,0.322,0.324,0.646,30,0.19,0.375,7.0,장원진,두산,0.275,16.0,143.0,117.0,1.22,0.0,0.48,3.75,0.047,45.7,0.226,2002
7,8,최경환,두산,0.274,126,403,369,69,101,18,1,13,160,47,0,2,8,최경환,두산,0.274,26,1,6,66,5,0.434,0.330,0.764,27,0.295,0.167,8.0,최경환,두산,0.274,32.0,83.0,121.0,0.69,0.0,0.39,3.67,0.160,52.7,0.257,2002
8,9,김호,두산,0.262,91,179,164,13,43,4,1,4,61,16,5,0,9,김호,두산,0.262,10,1,0,31,4,0.372,0.305,0.677,6,0.167,0.429,9.0,김호,두산,0.262,9.0,52.0,38.0,1.37,0.0,0.32,3.77,0.110,17.0,0.23,2002
9,10,우즈,두산,0.256,119,469,407,53,104,18,3,25,203,82,0,7,10,우즈,두산,0.256,50,3,5,123,11,0.499,0.339,0.838,24,0.32,0.0,10.0,우즈,두산,0.256,46.0,98.0,89.0,1.10,0.0,0.41,4.06,0.243,70.0,0.277,2002
10,11,강봉규,두산,0.250,93,182,160,30,40,6,1,5,63,25,3,1,11,강봉규,두산,0.250,16,1,2,43,4,0.394,0.324,0.718,9,0.35,0.281,11.0,강봉규,두산,0.250,12.0,36.0,42.0,0.86,0.0,0.37,4.21,0.144,21.2,0.244,2002
11,12,전상렬,두산,0.246,125,290,268,39,66,12,2,5,97,26,2,2,12,전상렬,두산,0.246,14,1,4,43,5,0.362,0.292,0.654,16,0.318,0.167,12.0,전상렬,두산,0.246,19.0,101.0,60.0,1.68,0.0,0.33,3.68,0.116,28.7,0.222,2002
12,13,심재학,두산,0.245,119,463,383,56,94,16,3,15,161,57,0,7,13,심재학,두산,0.245,67,4,6,55,11,0.420,0.361,0.781,17,0.267,0.333,13.0,심재학,두산,0.245,34.0,90.0,151.0,0.60,0.0,1.22,4.20,0.175,62.8,0.267,2002
13,14,정수근,두산,0.235,122,482,426,58,100,9,2,3,122,22,8,1,14,정수근,두산,0.235,44,2,3,51,8,0.286,0.310,0.596,25,0.204,0.0,14.0,정수근,두산,0.235,14.0,138.0,138.0,1.00,0.0,0.86,3.71,0.052,42.4,0.211,2002
14,15,유재웅,두산,0.211,52,61,57,3,12,1,0,1,16,5,0,0,15,유재웅,두산,0.211,3,0,1,21,1,0.281,0.262,0.543,2,0.1,0.235,15.0,유재웅,두산,0.211,2.0,13.0,11.0,1.18,0.0,0.14,3.80,0.070,3.9,0.188,2002
15,16,홍원기,두산,0.171,109,191,170,17,29,6,0,1,38,11,1,3,16,홍원기,두산,0.171,15,1,2,36,5,0.224,0.242,0.466,2,0.179,0.4,16.0,홍원기,두산,0.171,7.0,42.0,66.0,0.64,0.0,0.42,4.05,0.053,9.0,0.165,2002
16,17,김민호,두산,0.156,95,185,160,14,25,3,1,2,36,11,6,4,17,김민호,두산,0.156,12,0,3,39,4,0.225,0.223,0.448,2,0.083,1.0,17.0,김민호,두산,0.156,6.0,43.0,57.0,0.75,0.0,0.31,3.63,0.069,9.7,0.157,2002
17,18,문희성,두산,0.125,13,19,16,0,2,0,0,0,2,2,0,0,18,문희성,두산,0.125,3,0,0,6,0,0.125,0.263,0.388,0,0.2,0.0,18.0,문희성,두산,0.125,0.0,3.0,5.0,0.60,0.0,0.50,4.21,0.000,0.7,0.15,2002
18,19,고영민,두산,0.100,16,10,10,1,1,0,0,0,1,1,0,0,19,고영민,두산,0.100,0,0,0,1,0,0.100,0.100,0.200,0,0.0,0.0,19.0,고영민,두산,0.100,0.0,6.0,2.0,3.00,0.0,0.00,2.70,0.000,-0.5,0.07,2002
19,20,이종민,두산,0.091,14,12,11,2,1,0,0,0,1,0,0,0,20,이종민,두산,0.091,1,0,0,1,0,0.091,0.167,0.258,0,0.0,0.0,20.0,이종민,두산,0.091,0.0,4.0,5.0,0.80,0.0,1.00,4.25,0.000,-0.1,0.098,2002
20,21,김성균,두산,0.000,3,1,1,0,0,0,0,0,0,0,0,0,21,김성균,두산,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,21.0,김성균,두산,0.000,0.0,1.0,0.0,-,0.0,-,2.00,0.000,-0.1,0.0,2002
21,21,김학재,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,21,김학재,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,김학재,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
22,21,레스,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,21,레스,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,레스,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
23,21,이경환,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,21,이경환,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,이경환,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
24,21,이상훈,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,21,이상훈,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,이상훈,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
25,21,이재영,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,21,이재영,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,이재영,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
26,21,이혜천,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,21,이혜천,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,이혜천,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
27,21,진필중,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,21,진필중,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,진필중,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
28,21,차명주,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,21,차명주,두산,-,0,0,0,0,0,-,-,-,0,0.0,0.0,21.0,차명주,두산,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
0,1,김재구,SK,0.429,15,15,14,3,6,0,0,1,9,5,0,0,1,김재구,SK,0.429,1,0,0,3,1,0.643,0.467,1.110,0,0.2,0.4,1.0,김재구,SK,0.429,1.0,4.0,1.0,4.00,0.0,0.33,3.60,0.214,3.2,0.371,2002
1,2,이진영,SK,0.308,128,475,419,73,129,22,8,13,206,40,6,3,2,이진영,SK,0.308,42,3,5,57,7,0.492,0.375,0.867,36,0.193,0.5,2.0,이진영,SK,0.308,43.0,136.0,100.0,1.36,0.0,0.74,3.51,0.184,71.9,0.292,2002
2,3,안재만,SK,0.294,5,20,17,3,5,1,0,1,9,2,0,0,3,안재만,SK,0.294,2,0,1,4,0,0.529,0.400,0.929,1,0.0,0.0,3.0,안재만,SK,0.294,2.0,5.0,3.0,1.67,0.0,0.50,3.20,0.235,4.0,0.312,2002
3,4,채종범,SK,0.291,127,557,478,79,139,19,2,17,213,68,11,3,4,채종범,SK,0.291,47,1,18,70,17,0.446,0.374,0.820,38,0.377,0.0,4.0,채종범,SK,0.291,38.0,154.0,118.0,1.31,0.0,0.67,3.80,0.155,75.9,0.28,2002
4,5,이호준,SK,0.288,129,499,444,76,128,24,2,23,225,64,4,2,5,이호준,SK,0.288,45,3,4,75,12,0.507,0.358,0.865,34,0.291,0.286,5.0,이호준,SK,0.288,49.0,120.0,123.0,0.98,0.0,0.60,3.88,0.218,75.7,0.288,2002
5,6,잉글린,SK,0.282,78,279,248,33,70,18,0,6,106,36,0,3,6,잉글린,SK,0.282,23,0,5,47,5,0.427,0.351,0.778,16,0.295,0.143,6.0,잉글린,SK,0.282,24.0,59.0,75.0,0.79,0.0,0.49,3.85,0.145,36.7,0.265,2002
6,7,정경배,SK,0.281,75,174,153,19,43,11,1,2,62,14,4,2,7,정경배,SK,0.281,9,0,6,37,4,0.405,0.341,0.746,8,0.324,0.136,7.0,정경배,SK,0.281,14.0,38.0,37.0,1.03,0.0,0.24,3.75,0.124,20.3,0.255,2002
7,8,페르난데스,SK,0.281,132,556,499,81,140,24,0,45,299,107,0,1,8,페르난데스,SK,0.281,49,2,7,114,8,0.599,0.353,0.952,42,0.303,0.0,8.0,페르난데스,SK,0.281,69.0,108.0,138.0,0.78,0.0,0.43,3.85,0.319,100.1,0.309,2002
8,9,조원우,SK,0.269,116,329,297,42,80,8,2,8,116,36,7,2,9,조원우,SK,0.269,17,0,6,44,4,0.391,0.320,0.711,19,0.276,0.143,9.0,조원우,SK,0.269,18.0,98.0,77.0,1.27,0.0,0.39,3.89,0.121,37.6,0.242,2002
9,10,양현석,SK,0.267,88,223,191,23,51,4,0,6,73,25,1,2,10,양현석,SK,0.267,17,1,12,41,4,0.382,0.360,0.742,8,0.256,0.333,10.0,양현석,SK,0.267,10.0,54.0,47.0,1.15,0.0,0.41,3.95,0.115,28.2,0.258,2002
10,11,최태원,SK,0.262,121,300,260,28,68,7,2,2,85,22,10,2,11,최태원,SK,0.262,19,0,9,40,1,0.327,0.331,0.658,12,0.222,0.0,11.0,최태원,SK,0.262,11.0,72.0,82.0,0.88,0.0,0.48,3.82,0.065,31.3,0.231,2002
11,12,김민재,SK,0.258,131,548,488,51,126,21,3,12,189,50,19,4,12,김민재,SK,0.258,26,0,11,45,13,0.387,0.308,0.695,35,0.202,0.0,12.0,김민재,SK,0.258,36.0,164.0,157.0,1.04,0.0,0.58,3.61,0.129,57.1,0.235,2002
12,13,김기태,SK,0.257,101,337,284,32,73,15,1,9,117,46,3,3,13,김기태,SK,0.257,47,0,0,57,6,0.412,0.359,0.771,20,0.365,0.364,13.0,김기태,SK,0.257,25.0,74.0,83.0,0.89,0.0,0.82,4.29,0.155,44.4,0.265,2002
13,14,김동수,SK,0.243,95,299,251,28,61,10,2,11,108,32,14,3,14,김동수,SK,0.243,22,1,9,51,4,0.430,0.323,0.753,7,0.246,0.0,14.0,김동수,SK,0.243,23.0,58.0,84.0,0.69,0.0,0.43,3.94,0.187,37.1,0.253,2002
14,15,송재익,SK,0.229,116,78,70,13,16,3,1,0,21,5,1,0,15,송재익,SK,0.229,4,1,3,31,1,0.300,0.299,0.599,3,0.24,1.0,15.0,송재익,SK,0.229,4.0,16.0,7.0,2.29,0.0,0.13,4.37,0.071,6.5,0.21,2002
15,16,강성우,SK,0.216,62,100,88,2,19,2,0,0,21,8,8,2,16,강성우,SK,0.216,2,0,0,10,4,0.239,0.228,0.467,4,0.2,0.0,16.0,강성우,SK,0.216,2.0,41.0,20.0,2.05,0.0,0.20,3.75,0.023,3.9,0.162,2002
16,17,양용모,SK,0.215,74,116,107,14,23,8,0,1,34,10,5,1,17,양용모,SK,0.215,2,1,1,32,1,0.318,0.234,0.552,4,0.185,0.105,17.0,양용모,SK,0.215,9.0,41.0,12.0,3.42,0.0,0.06,3.84,0.103,8.6,0.185,2002
17,18,조경환,SK,0.214,93,310,280,37,60,15,3,13,120,33,2,2,18,조경환,SK,0.214,20,1,6,99,2,0.429,0.279,0.708,15,0.151,0.0,18.0,조경환,SK,0.214,31.0,57.0,66.0,0.86,0.0,0.20,4.12,0.214,35.1,0.233,2002
18,19,정상호,SK,0.179,28,43,39,1,7,0,0,0,7,4,1,1,19,정상호,SK,0.179,0,0,2,12,0,0.179,0.214,0.393,1,0.25,0.167,19.0,정상호,SK,0.179,0.0,12.0,9.0,1.33,0.0,0.00,3.72,0.000,1.6,0.141,2002
19,20,김동건,SK,0.167,10,6,6,0,1,0,0,0,1,0,0,0,20,김동건,SK,0.167,0,0,0,4,0,0.167,0.167,0.334,0,0.0,0.0,20.0,김동건,SK,0.167,0.0,0.0,1.0,0.00,0.0,0.00,3.67,0.000,0.0,0.117,2002
20,21,강혁,SK,0.149,31,49,47,3,7,2,0,0,9,2,0,0,21,강혁,SK,0.149,2,1,0,13,1,0.191,0.184,0.375,0,0.091,0.2,21.0,강혁,SK,0.149,2.0,11.0,16.0,0.69,0.0,0.15,3.92,0.043,0.5,0.131,2002
21,22,김강민,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,22,김강민,SK,-,0,0,0,0,0,-,-,-,0,0.0,0.0,22.0,김강민,SK,-,0.0,0.0,0.0,-,0.0,-,-,-,-0.3,0.0,2002
22,22,박계원,SK,-,3,0,0,1,0,0,0,0,0,0,0,0,22,박계원,SK,-,0,0,0,0,0,-,-,-,0,0.0,0.0,22.0,박계원,SK,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
23,22,오승준,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,22,오승준,SK,-,0,0,0,0,0,-,-,-,0,0.0,0.0,22.0,오승준,SK,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
24,22,윤형국,SK,-,11,1,0,1,0,0,0,0,0,0,0,0,22,윤형국,SK,-,1,0,0,0,0,-,1.000,1.000,0,0.0,0.0,22.0,윤형국,SK,-,0.0,0.0,0.0,-,0.0,-,5.00,-,0.3,0.45,2002
25,22,이대수,SK,-,3,0,0,0,0,0,0,0,0,0,0,0,22,이대수,SK,-,0,0,0,0,0,-,-,-,0,0.0,0.0,22.0,이대수,SK,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
26,22,정대현,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,22,정대현,SK,-,0,0,0,0,0,-,-,-,0,0.0,0.0,22.0,정대현,SK,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
27,22,조동화,SK,0.000,4,1,1,1,0,0,0,0,0,0,0,0,22,조동화,SK,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,22.0,조동화,SK,0.000,0.0,1.0,0.0,-,0.0,-,3.00,0.000,-0.1,0.0,2002
28,22,조웅천,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,22,조웅천,SK,-,0,0,0,0,0,-,-,-,0,0.0,0.0,22.0,조웅천,SK,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
29,22,채병용,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,22,채병용,SK,-,0,0,0,0,0,-,-,-,0,0.0,0.0,22.0,채병용,SK,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
0,1,조윤채,한화,0.414,21,32,29,9,12,2,0,1,17,1,0,0,1,조윤채,한화,0.414,3,0,0,6,1,0.586,0.469,1.055,4,0.0,0.0,1.0,조윤채,한화,0.414,3.0,5.0,6.0,0.83,0.0,0.50,4.31,0.172,6.2,0.358,2002
1,2,이영우,한화,0.315,133,564,476,96,150,26,1,24,250,52,7,0,2,이영우,한화,0.315,73,6,8,103,14,0.525,0.415,0.940,43,0.321,0.167,2.0,이영우,한화,0.315,51.0,148.0,75.0,1.97,0.0,0.71,4.06,0.210,94.3,0.318,2002
2,3,송지만,한화,0.291,131,557,488,84,142,18,2,38,278,104,0,2,3,송지만,한화,0.291,58,4,9,136,14,0.570,0.375,0.945,37,0.295,0.0,3.0,송지만,한화,0.291,58.0,106.0,106.0,1.00,0.0,0.43,3.75,0.279,98.0,0.311,2002
3,4,강석천,한화,0.289,94,266,242,27,70,11,1,6,101,28,1,1,4,강석천,한화,0.289,20,0,2,51,9,0.417,0.347,0.764,16,0.298,0.306,4.0,강석천,한화,0.289,18.0,73.0,49.0,1.49,0.0,0.39,3.64,0.128,32.6,0.26,2002
4,5,데이비스,한화,0.287,115,456,404,56,116,23,1,21,204,72,0,2,5,데이비스,한화,0.287,46,5,4,97,6,0.505,0.364,0.869,29,0.265,0.2,5.0,데이비스,한화,0.287,45.0,127.0,66.0,1.92,0.0,0.47,4.08,0.218,71.4,0.29,2002
5,6,황우구,한화,0.280,43,91,75,9,21,5,0,2,32,13,4,1,6,황우구,한화,0.280,10,0,1,18,0,0.427,0.368,0.795,2,0.3,0.0,6.0,황우구,한화,0.280,7.0,13.0,24.0,0.54,0.0,0.56,3.80,0.147,12.6,0.272,2002
6,7,가르시아,한화,0.260,24,77,73,7,19,3,1,2,30,8,0,0,7,가르시아,한화,0.260,4,0,0,20,1,0.411,0.299,0.710,5,0.375,0.0,7.0,가르시아,한화,0.260,6.0,19.0,15.0,1.27,0.0,0.20,3.62,0.151,8.5,0.237,2002
7,8,이범호,한화,0.260,111,329,296,41,77,20,2,11,134,35,4,2,8,이범호,한화,0.260,24,1,3,57,5,0.453,0.320,0.773,17,0.25,0.0,8.0,이범호,한화,0.260,33.0,80.0,84.0,0.95,0.0,0.42,3.78,0.193,42.9,0.257,2002
8,9,조현수,한화,0.256,33,47,43,4,11,0,0,1,14,4,0,0,9,조현수,한화,0.256,3,0,1,10,2,0.326,0.319,0.645,1,0.25,0.333,9.0,조현수,한화,0.256,1.0,10.0,12.0,0.83,0.0,0.30,3.89,0.070,4.1,0.225,2002
