,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,순위,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA,year
9,10,허준,한화,0.255,103,227,196,14,50,5,0,2,61,11,8,2,10,허준,한화,0.255,20,0,1,32,4,0.311,0.324,0.635,8,0.15,0.0,10.0,허준,한화,0.255,7.0,69.0,47.0,1.47,0.0,0.63,3.55,0.056,20.0,0.224,2002
10,11,김태균,한화,0.255,105,344,298,25,76,11,0,7,108,34,1,2,11,김태균,한화,0.255,41,2,2,103,13,0.362,0.347,0.709,16,0.25,0.188,11.0,김태균,한화,0.255,18.0,81.0,40.0,2.03,0.0,0.40,4.23,0.107,36.6,0.247,2002
11,12,장종훈,한화,0.248,101,331,302,38,75,15,0,12,126,42,1,2,12,장종훈,한화,0.248,24,1,2,88,1,0.417,0.306,0.723,15,0.263,0.167,12.0,장종훈,한화,0.248,27.0,60.0,81.0,0.74,0.0,0.27,4.06,0.169,39.8,0.242,2002
12,13,이도형,한화,0.241,123,392,365,36,88,15,0,16,151,55,2,3,13,이도형,한화,0.241,20,2,2,66,10,0.414,0.282,0.696,22,0.234,0.286,13.0,이도형,한화,0.241,31.0,113.0,101.0,1.12,0.0,0.30,3.57,0.173,41.7,0.23,2002
13,14,조효상,한화,0.238,24,21,21,2,5,3,1,0,10,2,0,0,14,조효상,한화,0.238,0,0,0,6,1,0.476,0.238,0.714,2,0.2,0.0,14.0,조효상,한화,0.238,4.0,8.0,2.0,4.00,0.0,0.00,3.90,0.238,1.8,0.226,2002
14,15,임수민,한화,0.227,127,427,366,55,83,16,1,10,131,35,11,2,15,임수민,한화,0.227,40,0,7,78,10,0.358,0.313,0.671,19,0.221,0.25,15.0,임수민,한화,0.227,27.0,91.0,116.0,0.78,0.0,0.51,4.14,0.131,40.9,0.23,2002
15,16,조경택,한화,0.204,107,177,157,15,32,6,0,4,50,16,4,0,16,조경택,한화,0.204,13,0,3,41,3,0.318,0.277,0.595,5,0.179,0.0,16.0,조경택,한화,0.204,10.0,49.0,35.0,1.40,0.0,0.32,3.96,0.115,13.5,0.204,2002
16,17,백재호,한화,0.202,78,210,193,25,39,10,0,10,79,35,1,1,17,백재호,한화,0.202,14,0,1,42,2,0.409,0.258,0.667,8,0.231,0.0,17.0,백재호,한화,0.202,20.0,61.0,52.0,1.17,0.0,0.33,4.18,0.207,21.4,0.218,2002
17,18,김수연,한화,0.201,126,217,199,31,40,6,0,1,49,6,6,0,18,김수연,한화,0.201,9,0,2,40,1,0.246,0.243,0.489,8,0.098,0.133,18.0,김수연,한화,0.201,7.0,72.0,47.0,1.53,0.0,0.23,3.77,0.045,12.1,0.171,2002
18,19,조현,한화,0.200,6,5,5,0,1,0,0,0,1,0,0,0,19,조현,한화,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.0,0.25,19.0,조현,한화,0.200,0.0,1.0,1.0,1.00,0.0,0.00,4.00,0.000,0.1,0.14,2002
19,20,김종석,한화,0.188,77,209,186,21,35,9,0,2,50,14,0,1,20,김종석,한화,0.188,22,1,0,41,6,0.269,0.273,0.542,8,0.26,0.24,20.0,김종석,한화,0.188,11.0,65.0,46.0,1.41,0.0,0.54,3.74,0.081,12.4,0.19,2002
20,21,신국환,한화,0.167,7,8,6,1,1,0,0,0,1,1,1,1,21,신국환,한화,0.167,0,0,0,2,1,0.167,0.143,0.310,0,0.0,0.0,21.0,신국환,한화,0.167,0.0,3.0,1.0,3.00,0.0,0.00,2.63,0.000,0.1,0.106,2002
21,21,조정권,한화,0.167,15,12,12,1,2,0,0,0,2,0,0,0,21,조정권,한화,0.167,0,0,0,4,0,0.167,0.167,0.334,0,0.0,0.0,21.0,조정권,한화,0.167,0.0,5.0,1.0,5.00,0.0,0.00,2.92,0.000,0.1,0.117,2002
22,23,송혁,한화,0.100,12,12,10,0,1,0,0,0,1,0,0,0,23,송혁,한화,0.100,2,0,0,3,0,0.100,0.250,0.350,0,0.0,0.1,23.0,송혁,한화,0.100,0.0,3.0,3.0,1.00,0.0,0.67,4.67,0.000,0.3,0.138,2002
23,24,채상병,한화,0.063,29,34,32,0,2,2,0,0,4,2,1,0,24,채상병,한화,0.063,0,0,1,11,1,0.125,0.091,0.216,0,0.333,0.0,24.0,채상병,한화,0.063,2.0,12.0,7.0,1.71,0.0,0.00,3.62,0.063,-1.3,0.072,2002
24,25,김대원,한화,0.000,15,2,2,5,0,0,0,0,0,0,0,0,25,김대원,한화,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,25.0,김대원,한화,0.000,0.0,0.0,0.0,-,0.0,0.00,4.50,0.000,0.2,0.0,2002
25,25,김백만,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,25,김백만,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,김백만,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
26,25,김병준,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,25,김병준,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,김병준,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
27,25,김장백,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,25,김장백,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,김장백,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
28,25,김정수,한화,-,5,0,0,0,0,0,0,0,0,0,0,0,25,김정수,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,김정수,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
29,25,김홍집,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,25,김홍집,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,25.0,김홍집,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
0,1,조윤채,한화,0.414,21,32,29,9,12,2,0,1,17,1,0,0,1,조윤채,한화,0.414,3,0,0,6,1,0.586,0.469,1.055,4,0.0,0.0,25.0,마정길,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
1,2,이영우,한화,0.315,133,564,476,96,150,26,1,24,250,52,7,0,2,이영우,한화,0.315,73,6,8,103,14,0.525,0.415,0.940,43,0.321,0.167,25.0,박정진,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
2,3,송지만,한화,0.291,131,557,488,84,142,18,2,38,278,104,0,2,3,송지만,한화,0.291,58,4,9,136,14,0.570,0.375,0.945,37,0.295,0.0,25.0,방진호,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
3,4,강석천,한화,0.289,94,266,242,27,70,11,1,6,101,28,1,1,4,강석천,한화,0.289,20,0,2,51,9,0.417,0.347,0.764,16,0.298,0.306,25.0,서창호,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
4,5,데이비스,한화,0.287,115,456,404,56,116,23,1,21,204,72,0,2,5,데이비스,한화,0.287,46,5,4,97,6,0.505,0.364,0.869,29,0.265,0.2,25.0,송진우,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
5,6,황우구,한화,0.280,43,91,75,9,21,5,0,2,32,13,4,1,6,황우구,한화,0.280,10,0,1,18,0,0.427,0.368,0.795,2,0.3,0.0,25.0,이상목,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
6,7,가르시아,한화,0.260,24,77,73,7,19,3,1,2,30,8,0,0,7,가르시아,한화,0.260,4,0,0,20,1,0.411,0.299,0.710,5,0.375,0.0,25.0,임주택,한화,0.000,0.0,1.0,2.0,0.50,0.0,0.00,4.17,0.000,-0.6,0.0,2002
7,8,이범호,한화,0.260,111,329,296,41,77,20,2,11,134,35,4,2,8,이범호,한화,0.260,24,1,3,57,5,0.453,0.320,0.773,17,0.25,0.0,25.0,정성열,한화,0.000,0.0,5.0,2.0,2.50,0.0,0.00,3.44,0.000,-1.2,0.0,2002
8,9,조현수,한화,0.256,33,47,43,4,11,0,0,1,14,4,0,0,9,조현수,한화,0.256,3,0,1,10,2,0.326,0.319,0.645,1,0.25,0.333,25.0,조규수,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
9,10,허준,한화,0.255,103,227,196,14,50,5,0,2,61,11,8,2,10,허준,한화,0.255,20,0,1,32,4,0.311,0.324,0.635,8,0.15,0.0,25.0,지승민,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
10,11,김태균,한화,0.255,105,344,298,25,76,11,0,7,108,34,1,2,11,김태균,한화,0.255,41,2,2,103,13,0.362,0.347,0.709,16,0.25,0.188,25.0,최영필,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
11,12,장종훈,한화,0.248,101,331,302,38,75,15,0,12,126,42,1,2,12,장종훈,한화,0.248,24,1,2,88,1,0.417,0.306,0.723,15,0.263,0.167,25.0,파라,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
12,13,이도형,한화,0.241,123,392,365,36,88,15,0,16,151,55,2,3,13,이도형,한화,0.241,20,2,2,66,10,0.414,0.282,0.696,22,0.234,0.286,25.0,피코타,한화,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
13,14,조효상,한화,0.238,24,21,21,2,5,3,1,0,10,2,0,0,14,조효상,한화,0.238,0,0,0,6,1,0.476,0.238,0.714,2,0.2,0.0,,,,,,,,,,,,,,,2002
14,15,임수민,한화,0.227,127,427,366,55,83,16,1,10,131,35,11,2,15,임수민,한화,0.227,40,0,7,78,10,0.358,0.313,0.671,19,0.221,0.25,,,,,,,,,,,,,,,2002
15,16,조경택,한화,0.204,107,177,157,15,32,6,0,4,50,16,4,0,16,조경택,한화,0.204,13,0,3,41,3,0.318,0.277,0.595,5,0.179,0.0,,,,,,,,,,,,,,,2002
16,17,백재호,한화,0.202,78,210,193,25,39,10,0,10,79,35,1,1,17,백재호,한화,0.202,14,0,1,42,2,0.409,0.258,0.667,8,0.231,0.0,,,,,,,,,,,,,,,2002
17,18,김수연,한화,0.201,126,217,199,31,40,6,0,1,49,6,6,0,18,김수연,한화,0.201,9,0,2,40,1,0.246,0.243,0.489,8,0.098,0.133,,,,,,,,,,,,,,,2002
18,19,조현,한화,0.200,6,5,5,0,1,0,0,0,1,0,0,0,19,조현,한화,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.0,0.25,,,,,,,,,,,,,,,2002
19,20,김종석,한화,0.188,77,209,186,21,35,9,0,2,50,14,0,1,20,김종석,한화,0.188,22,1,0,41,6,0.269,0.273,0.542,8,0.26,0.24,,,,,,,,,,,,,,,2002
20,21,신국환,한화,0.167,7,8,6,1,1,0,0,0,1,1,1,1,21,신국환,한화,0.167,0,0,0,2,1,0.167,0.143,0.310,0,0.0,0.0,,,,,,,,,,,,,,,2002
21,21,조정권,한화,0.167,15,12,12,1,2,0,0,0,2,0,0,0,21,조정권,한화,0.167,0,0,0,4,0,0.167,0.167,0.334,0,0.0,0.0,,,,,,,,,,,,,,,2002
22,23,송혁,한화,0.100,12,12,10,0,1,0,0,0,1,0,0,0,23,송혁,한화,0.100,2,0,0,3,0,0.100,0.250,0.350,0,0.0,0.1,,,,,,,,,,,,,,,2002
23,24,채상병,한화,0.063,29,34,32,0,2,2,0,0,4,2,1,0,24,채상병,한화,0.063,0,0,1,11,1,0.125,0.091,0.216,0,0.333,0.0,,,,,,,,,,,,,,,2002
24,25,김대원,한화,0.000,15,2,2,5,0,0,0,0,0,0,0,0,25,김대원,한화,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,,,,,,,,,,,,,,,2002
25,25,김백만,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,25,김백만,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,,,,,,,,,,,,,,,2002
26,25,김병준,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,25,김병준,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,,,,,,,,,,,,,,,2002
27,25,김장백,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,25,김장백,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,,,,,,,,,,,,,,,2002
28,25,김정수,한화,-,5,0,0,0,0,0,0,0,0,0,0,0,25,김정수,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,,,,,,,,,,,,,,,2002
29,25,김홍집,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,25,김홍집,한화,-,0,0,0,0,0,-,-,-,0,0.0,0.0,,,,,,,,,,,,,,,2002
0,1,최준석,롯데,0.333,2,3,3,0,1,0,0,0,1,0,0,0,1,최준석,롯데,0.333,0,0,0,0,0,0.333,0.333,0.666,0,0.0,0.0,1.0,최준석,롯데,0.333,0.0,2.0,0.0,-,0.0,-,2.67,0.000,0.3,0.233,2002
1,2,에레라,롯데,0.305,53,222,210,23,64,8,1,6,92,20,2,1,2,에레라,롯데,0.305,8,2,1,28,1,0.438,0.332,0.770,19,0.205,0.0,2.0,에레라,롯데,0.305,15.0,74.0,45.0,1.64,0.0,0.29,3.23,0.133,28.3,0.259,2002
2,3,최기문,롯데,0.285,123,415,383,34,109,22,4,8,163,50,2,0,3,최기문,롯데,0.285,27,5,3,44,9,0.426,0.337,0.763,23,0.292,0.0,3.0,최기문,롯데,0.285,34.0,122.0,108.0,1.13,0.0,0.61,3.67,0.141,49.4,0.258,2002
3,4,김응국,롯데,0.284,116,412,373,35,106,15,3,3,136,49,2,1,4,김응국,롯데,0.284,34,2,2,58,8,0.365,0.346,0.711,24,0.291,0.3,4.0,김응국,롯데,0.284,21.0,123.0,87.0,1.41,0.0,0.59,3.81,0.080,46.4,0.247,2002
4,5,이대호,롯데,0.278,74,281,255,27,71,19,0,8,114,32,0,0,5,이대호,롯데,0.278,19,1,7,66,6,0.447,0.345,0.792,20,0.288,0.0,5.0,이대호,롯데,0.278,27.0,48.0,70.0,0.69,0.0,0.29,4.11,0.169,36.8,0.267,2002
5,6,이동욱,롯데,0.268,79,189,168,14,45,6,1,3,62,20,4,1,6,이동욱,롯데,0.268,10,0,6,34,4,0.369,0.330,0.699,9,0.261,0.148,6.0,이동욱,롯데,0.268,10.0,48.0,42.0,1.14,0.0,0.29,3.33,0.101,19.9,0.241,2002
6,7,김대익,롯데,0.264,91,332,303,36,80,12,0,3,101,21,5,1,7,김대익,롯데,0.264,23,2,0,52,4,0.333,0.315,0.648,19,0.26,0.0,7.0,김대익,롯데,0.264,15.0,103.0,69.0,1.49,0.0,0.44,3.70,0.069,31.8,0.225,2002
7,8,허문회,롯데,0.263,92,233,209,18,55,11,0,6,84,21,0,1,8,허문회,롯데,0.263,18,0,4,37,4,0.402,0.332,0.734,12,0.267,0.172,8.0,허문회,롯데,0.263,17.0,66.0,52.0,1.27,0.0,0.49,3.55,0.139,27.0,0.25,2002
8,9,박정태,롯데,0.262,103,308,267,26,70,14,1,7,107,38,2,0,9,박정태,롯데,0.262,32,0,7,32,4,0.401,0.356,0.757,16,0.3,0.176,9.0,박정태,롯데,0.262,22.0,96.0,69.0,1.39,0.0,1.00,4.00,0.139,38.4,0.26,2002
9,10,박현승,롯데,0.260,94,379,346,37,90,15,0,9,132,35,1,5,10,박현승,롯데,0.260,25,0,2,62,8,0.382,0.310,0.692,22,0.138,0.0,10.0,박현승,롯데,0.260,24.0,106.0,93.0,1.14,0.0,0.40,3.84,0.121,40.8,0.235,2002
10,11,김정현,롯데,0.250,24,76,68,10,17,2,0,1,22,6,0,0,11,김정현,롯데,0.250,8,1,0,20,0,0.324,0.329,0.653,5,0.278,0.0,11.0,김정현,롯데,0.250,3.0,14.0,17.0,0.82,0.0,0.40,3.89,0.074,6.8,0.229,2002
11,11,엄정대,롯데,0.250,51,74,64,14,16,3,0,1,22,6,0,1,11,엄정대,롯데,0.250,5,0,4,18,3,0.344,0.338,0.682,3,0.133,0.125,11.0,엄정대,롯데,0.250,4.0,13.0,18.0,0.72,0.0,0.28,3.66,0.094,7.6,0.238,2002
12,13,박기혁,롯데,0.243,66,146,136,15,33,6,0,0,39,8,1,0,13,박기혁,롯데,0.243,9,0,0,38,6,0.287,0.290,0.577,8,0.233,0.25,13.0,박기혁,롯데,0.243,6.0,40.0,25.0,1.60,0.0,0.24,3.88,0.044,9.6,0.202,2002
13,14,박종윤,롯데,0.241,10,31,29,2,7,1,0,0,8,5,0,1,14,박종윤,롯데,0.241,1,0,0,11,0,0.276,0.258,0.534,2,0.333,0.0,14.0,박종윤,롯데,0.241,1.0,6.0,6.0,1.00,0.0,0.09,3.61,0.034,2.4,0.185,2002
14,15,조성환,롯데,0.235,104,293,255,38,60,14,0,0,74,21,10,3,15,조성환,롯데,0.235,18,0,7,42,2,0.290,0.300,0.590,15,0.2,0.0,15.0,조성환,롯데,0.235,14.0,91.0,65.0,1.40,0.0,0.43,3.68,0.055,24.7,0.208,2002
15,16,김주찬,롯데,0.220,84,291,264,25,58,13,4,7,100,25,7,1,16,김주찬,롯데,0.220,14,0,5,75,5,0.379,0.271,0.650,15,0.2,0.0,16.0,김주찬,롯데,0.220,24.0,55.0,77.0,0.71,0.0,0.19,3.91,0.159,25.8,0.217,2002
16,17,이계성,롯데,0.218,69,135,124,13,27,7,0,1,37,7,0,1,17,이계성,롯데,0.218,10,0,0,30,2,0.298,0.274,0.572,6,0.115,0.1,17.0,이계성,롯데,0.218,8.0,34.0,34.0,1.00,0.0,0.33,3.67,0.081,9.8,0.198,2002
17,18,박경진,롯데,0.205,39,42,39,4,8,0,1,0,10,2,1,0,18,박경진,롯데,0.205,1,0,1,11,0,0.256,0.244,0.500,2,0.167,0.5,18.0,박경진,롯데,0.205,1.0,11.0,9.0,1.22,0.0,0.09,3.38,0.051,2.4,0.174,2002
18,19,신명철,롯데,0.205,81,134,127,12,26,4,2,2,40,10,2,1,19,신명철,롯데,0.205,4,0,0,35,0,0.315,0.227,0.542,3,0.2,0.125,19.0,신명철,롯데,0.205,8.0,30.0,37.0,0.81,0.0,0.11,3.37,0.110,8.0,0.181,2002
19,20,허일상,롯데,0.200,42,58,50,3,10,1,0,2,17,4,4,0,20,허일상,롯데,0.200,3,0,1,9,1,0.340,0.259,0.599,1,0.0,0.0,20.0,허일상,롯데,0.200,3.0,17.0,14.0,1.21,0.0,0.33,3.60,0.140,4.6,0.202,2002
20,21,김태균,롯데,0.193,67,164,145,11,28,7,0,3,44,16,3,0,21,김태균,롯데,0.193,14,0,2,46,2,0.303,0.273,0.576,5,0.303,0.091,21.0,김태균,롯데,0.193,10.0,37.0,34.0,1.09,0.0,0.30,4.10,0.110,11.8,0.199,2002
21,22,박상민,롯데,0.189,30,43,37,2,7,1,0,0,8,2,0,0,22,박상민,롯데,0.189,5,0,1,9,1,0.216,0.302,0.518,0,0.333,0.2,22.0,박상민,롯데,0.189,1.0,14.0,7.0,2.00,0.0,0.56,3.77,0.027,2.3,0.19,2002
22,23,이우민,롯데,0.188,49,174,154,15,29,5,1,1,39,10,1,0,23,이우민,롯데,0.188,7,0,12,47,1,0.253,0.277,0.530,7,0.176,0.333,23.0,이우민,롯데,0.188,7.0,47.0,31.0,1.52,0.0,0.15,3.64,0.065,11.3,0.188,2002
23,24,권오현,롯데,0.176,45,84,74,4,13,6,0,0,19,1,1,0,24,권오현,롯데,0.176,5,0,4,22,0,0.257,0.265,0.522,0,0.067,0.111,24.0,권오현,롯데,0.176,6.0,21.0,18.0,1.17,0.0,0.23,3.50,0.081,6.0,0.184,2002
24,25,해처,롯데,0.162,25,73,68,6,11,1,0,1,15,5,0,1,25,해처,롯데,0.162,2,0,2,22,2,0.221,0.205,0.426,2,0.083,0.167,25.0,해처,롯데,0.162,2.0,14.0,22.0,0.64,0.0,0.09,4.00,0.059,2.3,0.148,2002
25,26,박준서,롯데,0.152,29,34,33,4,5,1,0,0,6,0,0,0,26,박준서,롯데,0.152,1,0,0,12,1,0.182,0.176,0.358,0,0.077,0.0,26.0,박준서,롯데,0.152,1.0,8.0,8.0,1.00,0.0,0.08,4.15,0.030,0.3,0.125,2002
26,27,윤재국,롯데,0.125,32,46,40,3,5,1,1,0,8,3,0,0,27,윤재국,롯데,0.125,6,1,0,12,0,0.200,0.239,0.439,1,0.182,0.091,27.0,윤재국,롯데,0.125,2.0,11.0,12.0,0.92,0.0,0.50,4.00,0.075,2.3,0.158,2002
27,28,베로아,롯데,0.097,11,35,31,1,3,1,0,1,7,3,0,1,28,베로아,롯데,0.097,3,0,0,15,0,0.226,0.171,0.397,0,0.111,0.0,28.0,베로아,롯데,0.097,2.0,4.0,10.0,0.40,0.0,0.20,4.31,0.129,1.4,0.133,2002
28,29,이명호,롯데,0.091,7,11,11,1,1,0,0,0,1,0,0,0,29,이명호,롯데,0.091,0,0,0,5,0,0.091,0.091,0.182,0,0.0,0.0,29.0,이명호,롯데,0.091,0.0,2.0,3.0,0.67,0.0,0.00,4.36,0.000,-0.4,0.064,2002
29,30,김사율,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,30,김사율,롯데,-,0,0,0,0,0,-,-,-,0,0.0,0.0,30.0,김사율,롯데,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
0,1,최준석,롯데,0.333,2,3,3,0,1,0,0,0,1,0,0,0,1,최준석,롯데,0.333,0,0,0,0,0,0.333,0.333,0.666,0,0.0,0.0,30.0,김장현,롯데,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
1,2,에레라,롯데,0.305,53,222,210,23,64,8,1,6,92,20,2,1,2,에레라,롯데,0.305,8,2,1,28,1,0.438,0.332,0.770,19,0.205,0.0,30.0,김제빈,롯데,-,0.0,0.0,0.0,-,0.0,-,-,-,0.0,0.0,2002
